Article ID - Female,Article ID - Male,degree - Female,degree - Male,FF citations,MF citations,FM citations,MM citations
10.1103/PhysRevC.88.057603,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.91.024303,10.1103/PhysRevC.75.044001,2,6,0,1,1,1
10.1103/PhysRevC.29.253,10.1103/PhysRevC.49.3035,1,45,0,0,1,9
10.1103/PhysRevC.26.2620,10.1103/PhysRevC.49.3035,1,45,1,0,1,9
10.1103/PhysRevC.76.054319,10.1103/PhysRevC.80.024301,24,12,7,1,0,0
10.1103/PhysRevC.79.014307,10.1103/PhysRevC.80.024301,3,12,0,1,0,0
10.1103/PhysRevC.73.064308,10.1103/PhysRevC.80.024301,6,12,5,0,0,0
10.1103/PhysRevC.77.054311,10.1103/PhysRevC.80.024301,2,12,0,0,0,0
10.1103/PhysRevC.73.044317,10.1103/PhysRevC.80.024301,5,12,1,1,0,0
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.91.045206,0,1,0,0,0,1
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.93.065204,0,0,0,0,0,0
10.1103/PhysRevC.5.942,10.1103/PhysRevC.7.2032,5,14,0,1,0,0
10.1103/PhysRevC.5.942,10.1103/PhysRevC.10.464,5,42,0,1,1,7
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.88.014906,3,13,1,1,0,3
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.84.044614,4,0,0,2,0,0
10.1103/PhysRevC.29.253,10.1103/PhysRevC.49.2244,1,14,0,0,0,2
10.1103/PhysRevC.87.014620,10.1103/PhysRevC.84.044307,4,3,3,1,1,1
10.1103/PhysRevC.80.064001,10.1103/PhysRevC.75.044001,4,6,1,0,1,1
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.78.064316,14,28,8,2,0,12
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.72.064308,14,19,8,2,0,3
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.81.034001,6,3,1,1,1,1
10.1103/PhysRevC.26.2620,10.1103/PhysRevC.49.2244,1,14,1,0,0,2
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.054605,2,0,1,0,0,0
10.1103/PhysRevC.89.057603,10.1103/PhysRevC.88.057603,1,0,1,0,0,0
10.1103/PhysRevC.84.064310,10.1103/PhysRevC.85.064613,10,14,0,0,0,4
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.044616,0,1,0,0,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.34.2373,9,14,1,1,0,3
10.1103/PhysRevC.71.044002,10.1103/PhysRevC.63.064608,4,6,1,0,2,2
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.89.064608,0,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.051601,0,8,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.86.034607,10.1103/PhysRevC.84.044614,2,0,1,1,0,0
10.1103/PhysRevC.89.057603,10.1103/PhysRevC.84.044614,1,0,1,0,0,0
10.1103/PhysRevC.71.037302,10.1103/PhysRevC.78.064316,8,28,2,2,0,12
10.1103/PhysRevC.71.037302,10.1103/PhysRevC.72.064308,8,19,2,2,0,3
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.83.057001,6,0,1,1,0,0
10.1103/PhysRevC.77.044007,10.1103/PhysRevC.75.044001,3,6,1,1,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.92.014320,6,3,1,1,0,2
10.1103/PhysRevC.76.014003,10.1103/PhysRevC.75.044001,10,6,6,0,1,1
10.1103/PhysRevC.73.044317,10.1103/PhysRevC.78.064316,5,28,1,1,0,12
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.90.054327,2,7,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.90.054327,5,7,0,1,0,0
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.40.2383,9,9,1,1,0,4
10.1103/PhysRevC.29.2309,10.1103/PhysRevC.65.044313,9,2,1,1,0,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.79.055501,6,69,1,1,4,19
10.1103/PhysRevC.57.R22,10.1103/PhysRevC.53.849,8,4,3,0,2,0
10.1103/PhysRevC.58.2864,10.1103/PhysRevC.53.849,15,4,1,0,2,0
10.1103/PhysRevC.53.849,10.1103/PhysRevC.88.014614,4,34,2,0,0,7
10.1103/PhysRevC.67.044601,10.1103/PhysRevC.63.034609,5,10,0,1,1,1
10.1103/PhysRevC.81.038501,10.1103/PhysRevC.91.054005,1,3,0,0,0,1
10.1103/PhysRevC.57.R22,10.1103/PhysRevC.51.822,8,6,3,0,2,0
10.1103/PhysRevC.93.054328,10.1103/PhysRevC.93.064314,0,0,0,0,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.63.054313,16,31,2,0,0,13
10.1103/PhysRevC.90.021902,10.1103/PhysRevC.84.034912,9,12,3,2,0,4
10.1103/PhysRevC.89.054904,10.1103/PhysRevC.84.034912,4,12,3,0,0,4
10.1103/PhysRevC.93.054907,10.1103/PhysRevC.84.034912,0,12,0,0,0,4
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.91.054001,6,0,1,1,0,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.88.014614,16,34,2,0,0,7
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.90.034303,1,3,0,0,0,2
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.92.034321,1,3,0,0,0,2
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.054308,1,3,0,0,0,1
10.1103/PhysRevC.58.2864,10.1103/PhysRevC.51.822,15,6,1,0,2,0
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.51.822,10.1103/PhysRevC.88.014614,6,34,2,0,0,7
10.1103/PhysRevC.74.054601,10.1103/PhysRevC.51.822,26,6,2,2,2,0
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.85.034338,14,7,3,1,0,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.94.054006,1,0,0,0,0,0
10.1103/PhysRevC.93.054328,10.1103/PhysRevC.93.064609,0,0,0,0,0,0
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.91.045206,0,1,0,0,0,1
10.1103/PhysRevC.65.034325,10.1103/PhysRevC.92.034601,1,4,0,1,0,3
10.1103/PhysRevC.60.054320,10.1103/PhysRevC.92.034601,5,4,1,0,0,3
10.1103/PhysRevC.89.057301,10.1103/PhysRevC.93.064314,3,0,1,0,0,0
10.1103/PhysRevC.93.054328,10.1103/PhysRevC.93.064314,0,0,0,0,0,0
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.76.054309,14,15,3,1,1,8
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.80.014315,14,8,3,1,0,4
10.1103/PhysRevC.73.035211,10.1103/PhysRevC.86.065209,6,1,0,0,0,0
10.1103/PhysRevC.76.031602,10.1103/PhysRevC.75.044001,2,6,1,1,1,1
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.92.014320,6,3,1,1,0,2
10.1103/PhysRevC.76.014003,10.1103/PhysRevC.75.044001,10,6,6,0,1,1
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.064319,2,0,1,0,0,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.79.054908,30,11,8,14,0,8
10.1103/PhysRevC.54.1661,10.1103/PhysRevC.6.2177,4,4,0,0,2,0
10.1103/PhysRevC.54.1661,10.1103/PhysRevC.5.153,4,7,0,0,3,1
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.83.064604,4,0,0,2,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.86.044616,0,1,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.86.051601,0,8,0,0,0,0
10.1103/PhysRevC.86.034607,10.1103/PhysRevC.83.064604,2,0,1,1,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.84.044620,0,15,0,0,0,4
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.84.044620,2,15,1,1,0,4
10.1103/PhysRevC.88.057603,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.88.054620,2,1,1,1,1,0
10.1103/PhysRevC.55.2433,10.1103/PhysRevC.6.2177,0,4,0,0,2,0
10.1103/PhysRevC.55.2433,10.1103/PhysRevC.5.153,0,7,0,0,3,1
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.84.054324,9,6,0,3,0,2
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.94.024341,9,0,0,3,0,0
10.1103/PhysRevC.84.034309,10.1103/PhysRevC.85.044321,9,3,0,3,0,1
10.1103/PhysRevC.6.2177,10.1103/PhysRevC.53.2528,4,2,2,0,1,0
10.1103/PhysRevC.6.2177,10.1103/PhysRevC.16.873,4,0,2,0,0,0
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.80.064909,2,13,1,0,8,4
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.80.064909,9,13,2,2,8,4
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.80.064909,2,13,0,1,8,4
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.94.064318,2,0,1,0,0,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.94.064318,1,0,0,0,0,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.93.045202,2,1,1,0,0,0
10.1103/PhysRevC.93.034608,10.1103/PhysRevC.90.064312,1,2,0,0,1,0
10.1103/PhysRevC.90.064312,10.1103/PhysRevC.91.025803,2,18,1,0,0,1
10.1103/PhysRevC.84.064310,10.1103/PhysRevC.84.061302,10,11,0,0,0,2
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.83.047604,4,2,0,2,1,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.84.034315,14,7,3,1,0,4
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.83.044904,30,5,8,14,5,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.75.064908,30,4,8,14,0,3
10.1103/PhysRevC.93.054328,10.1103/PhysRevC.93.064314,0,0,0,0,0,0
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.74.064907,10,30,4,3,8,14
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.73.044912,10,4,4,3,4,0
10.1103/PhysRevC.88.057603,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.78.024909,30,16,8,14,1,7
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.74.064907,2,30,1,0,8,14
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.74.064907,9,30,2,2,8,14
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.78.064906,30,12,8,14,1,7
10.1103/PhysRevC.86.024915,10.1103/PhysRevC.74.064907,0,30,0,0,8,14
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.74.064907,2,30,0,1,8,14
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.84.064306,14,4,3,1,0,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.76.054309,14,15,3,1,1,8
10.1103/PhysRevC.6.1608,10.1103/PhysRevC.9.1340,13,19,0,1,0,3
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.044616,0,1,0,0,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.86.044616,2,1,1,1,0,0
10.1103/PhysRevC.60.054604,10.1103/PhysRevC.61.054606,16,9,2,0,1,0
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.80.014315,14,8,3,1,0,4
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.73.044912,2,4,1,0,4,0
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.73.044912,9,4,2,2,4,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.73.044912,2,4,0,1,4,0
10.1103/PhysRevC.5.153,10.1103/PhysRevC.53.2528,7,2,3,1,1,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.90.041602,1,3,0,0,0,1
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.037602,1,4,0,0,0,1
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.93.064609,1,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.051601,0,8,0,0,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.86.051601,2,8,1,1,0,0
10.1103/PhysRevC.86.034607,10.1103/PhysRevC.84.044614,2,0,1,1,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.91.034612,0,1,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.78.044306,10.1103/PhysRevC.75.044001,0,6,0,0,1,1
10.1103/PhysRevC.84.034005,10.1103/PhysRevC.75.044001,3,6,0,1,1,1
10.1103/PhysRevC.76.014003,10.1103/PhysRevC.75.044001,10,6,6,0,1,1
10.1103/PhysRevC.86.034607,10.1103/PhysRevC.83.047604,2,2,1,1,1,1
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.84.014611,2,1,1,1,1,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.91.034612,2,1,1,1,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.85.024620,2,8,1,1,0,3
10.1103/PhysRevC.92.024918,10.1103/PhysRevC.85.034904,2,1,1,0,1,0
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.85.034904,9,1,2,2,1,0
10.1103/PhysRevC.5.153,10.1103/PhysRevC.16.873,7,0,3,1,0,0
10.1103/PhysRevC.85.034312,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.85.044918,1,2,1,0,0,2
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.87.034326,14,19,3,1,3,8
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.85.034338,14,7,3,1,0,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.93.045202,1,1,0,0,0,0
10.1103/PhysRevC.93.034608,10.1103/PhysRevC.92.044003,1,1,0,0,0,0
10.1103/PhysRevC.88.064311,10.1103/PhysRevC.84.064310,6,10,0,4,0,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.81.034321,0,2,0,0,0,0
10.1103/PhysRevC.81.034321,10.1103/PhysRevC.85.054320,2,4,0,0,2,0
10.1103/PhysRevC.80.024322,10.1103/PhysRevC.69.034602,3,2,3,0,2,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.88.044320,10.1103/PhysRevC.85.021303,8,15,2,1,2,1
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.90.024303,15,10,2,1,1,3
10.1103/PhysRevC.94.044606,10.1103/PhysRevC.5.942,0,5,0,0,0,1
10.1103/PhysRevC.5.942,10.1103/PhysRevC.7.2032,5,14,0,1,0,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.39.1818,3,7,0,0,0,6
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.89.014618,0,2,0,0,0,0
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.015801,1,1,0,1,0,1
10.1103/PhysRevC.87.014620,10.1103/PhysRevC.84.044614,4,0,3,1,0,0
10.1103/PhysRevC.77.024905,10.1103/PhysRevC.74.064907,10,30,4,3,8,14
10.1103/PhysRevC.86.024903,10.1103/PhysRevC.85.034904,9,1,1,2,1,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.89.024302,0,9,0,0,2,0
10.1103/PhysRevC.91.014316,10.1103/PhysRevC.76.044323,0,14,0,0,3,1
10.1103/PhysRevC.85.034613,10.1103/PhysRevC.82.027307,9,2,1,0,1,0
10.1103/PhysRevC.85.034613,10.1103/PhysRevC.83.064304,9,5,1,0,0,1
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.69.034903,3,81,0,0,2,47
10.1103/PhysRevC.19.1794,10.1103/PhysRevC.7.280,1,6,0,0,0,0
10.1103/PhysRevC.87.064308,10.1103/PhysRevC.88.054308,1,3,0,0,0,1
10.1103/PhysRevC.76.044323,10.1103/PhysRevC.85.054320,14,4,3,1,2,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.85.024320,2,2,1,1,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.84.014611,2,1,1,1,1,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.53.2364,3,7,0,0,1,4
10.1103/PhysRevC.94.044606,10.1103/PhysRevC.7.280,0,6,0,0,0,0
10.1103/PhysRevC.79.055207,10.1103/PhysRevC.34.1950,31,3,1,14,0,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.39.1340,3,0,0,0,0,0
10.1103/PhysRevC.34.1950,10.1103/PhysRevC.37.1053,3,4,0,0,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.83.065801,2,3,1,0,0,1
10.1103/PhysRevC.7.280,10.1103/PhysRevC.7.2032,6,14,0,0,0,0
10.1103/PhysRevC.7.280,10.1103/PhysRevC.10.464,6,42,0,0,1,7
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.82.014908,30,17,8,14,0,14
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.82.014908,4,17,4,0,0,14
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.84.057602,10.1103/PhysRevC.83.064604,0,0,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.81.014008,10.1103/PhysRevC.63.034609,7,10,0,4,1,1
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.88.054620,0,1,0,0,1,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.83.044904,13,5,8,4,5,0
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.82.064904,13,1,8,4,0,0
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.80.064909,2,13,0,1,8,4
10.1103/PhysRevC.80.064909,10.1103/PhysRevC.86.064904,13,16,8,4,1,6
10.1103/PhysRevC.10.19,10.1103/PhysRevC.88.064002,14,16,0,0,0,4
10.1103/PhysRevC.74.064907,10.1103/PhysRevC.94.054902,30,0,8,14,0,0
10.1103/PhysRevC.73.044912,10.1103/PhysRevC.94.054902,4,0,4,0,0,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.94.054902,1,0,1,0,0,0
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.72.064308,14,19,8,2,0,3
10.1103/PhysRevC.93.024322,10.1103/PhysRevC.93.054605,2,0,1,0,0,0
10.1103/PhysRevC.63.034609,10.1103/PhysRevC.72.011002,10,10,1,1,5,3
10.1103/PhysRevC.64.069801,10.1103/PhysRevC.76.034301,1,1,0,0,0,0
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.74.064907,0,30,0,0,8,14
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.74.064907,9,30,2,2,8,14
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.94.064001,3,0,1,1,0,0
10.1103/PhysRevC.94.054317,10.1103/PhysRevC.94.064001,0,0,0,0,0,0
10.1103/PhysRevC.92.044003,10.1103/PhysRevC.94.064001,1,0,0,0,0,0
10.1103/PhysRevC.90.037602,10.1103/PhysRevC.84.044614,0,0,0,0,0,0
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.73.044912,0,4,0,0,4,0
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.73.044912,9,4,2,2,4,0
10.1103/PhysRevC.84.057602,10.1103/PhysRevC.84.044614,0,0,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024620,0,8,0,0,0,3
10.1103/PhysRevC.78.014007,10.1103/PhysRevC.63.034609,11,10,2,6,1,1
10.1103/PhysRevC.80.054001,10.1103/PhysRevC.63.034609,10,10,1,4,1,1
10.1103/PhysRevC.63.034609,10.1103/PhysRevC.87.054006,10,4,1,1,0,2
10.1103/PhysRevC.71.037302,10.1103/PhysRevC.72.064308,8,19,2,2,0,3
10.1103/PhysRevC.69.064302,10.1103/PhysRevC.69.041306,14,21,4,2,10,3
10.1103/PhysRevC.93.044909,10.1103/PhysRevC.85.034904,0,1,0,0,1,0
10.1103/PhysRevC.90.024907,10.1103/PhysRevC.85.034904,9,1,2,2,1,0
10.1103/PhysRevC.60.031303,10.1103/PhysRevC.67.044315,5,5,0,1,0,3
10.1103/PhysRevC.60.031303,10.1103/PhysRevC.78.064316,5,28,0,1,0,12
10.1103/PhysRevC.60.031303,10.1103/PhysRevC.71.024301,5,58,0,1,1,19
10.1103/PhysRevC.60.031303,10.1103/PhysRevC.79.024313,5,11,0,1,0,5
10.1103/PhysRevC.60.031303,10.1103/PhysRevC.77.044312,5,7,0,1,0,5
10.1103/PhysRevC.10.19,10.1103/PhysRevC.78.014005,14,23,0,0,0,9
10.1103/PhysRevC.50.757,10.1103/PhysRevC.34.1950,1,3,1,0,0,0
10.1103/PhysRevC.69.041306,10.1103/PhysRevC.72.064308,21,19,10,3,0,3
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.90.035802,3,0,1,1,0,0
10.1103/PhysRevC.84.044307,10.1103/PhysRevC.91.055807,3,4,1,1,0,1
10.1103/PhysRevC.90.034910,10.1103/PhysRevC.85.034904,2,1,0,1,1,0
10.1103/PhysRevC.85.034904,10.1103/PhysRevC.86.064904,1,16,1,0,1,6
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.83.064604,4,0,0,2,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.86.044616,0,1,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.85.021303,10.1103/PhysRevC.93.014617,15,1,2,1,0,0
10.1103/PhysRevC.91.035201,10.1103/PhysRevC.91.045206,0,1,0,0,0,1
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.84.044614,4,0,0,2,0,0
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.83.047604,4,2,0,2,1,1
10.1103/PhysRevC.69.034602,10.1103/PhysRevC.91.044326,2,0,2,0,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.86.044616,0,1,0,0,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.86.044616,2,1,1,1,0,0
10.1103/PhysRevC.94.054317,10.1103/PhysRevC.94.064001,0,0,0,0,0,0
10.1103/PhysRevC.84.024317,10.1103/PhysRevC.85.064324,0,13,0,0,0,4
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.85.024320,2,2,1,1,0,0
10.1103/PhysRevC.83.047604,10.1103/PhysRevC.84.014611,2,1,1,1,1,0
10.1103/PhysRevC.81.047302,10.1103/PhysRevC.69.034602,3,2,0,2,2,0
10.1103/PhysRevC.69.034602,10.1103/PhysRevC.94.064607,2,0,2,0,0,0
10.1103/PhysRevC.82.027307,10.1103/PhysRevC.94.054006,2,0,1,0,0,0
10.1103/PhysRevC.83.064304,10.1103/PhysRevC.94.054006,5,0,0,1,0,0
10.1103/PhysRevC.93.054907,10.1103/PhysRevC.85.034904,0,1,0,0,1,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.88.034602,0,0,0,0,0,0
10.1103/PhysRevC.85.067601,10.1103/PhysRevC.83.064604,4,0,0,2,0,0
10.1103/PhysRevC.85.064608,10.1103/PhysRevC.83.064604,3,0,2,1,0,0
10.1103/PhysRevC.90.037602,10.1103/PhysRevC.83.064604,0,0,0,0,0,0
10.1103/PhysRevC.84.057602,10.1103/PhysRevC.83.064604,0,0,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.85.024320,0,2,0,0,0,0
10.1103/PhysRevC.83.064604,10.1103/PhysRevC.84.014611,0,1,0,0,1,0
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.76.054319,2,24,2,0,7,1
10.1103/PhysRevC.76.054319,10.1103/PhysRevC.78.064316,24,28,7,1,0,12
10.1103/PhysRevC.76.054319,10.1103/PhysRevC.93.064609,24,0,7,1,0,0
10.1103/PhysRevC.84.044614,10.1103/PhysRevC.88.034602,0,0,0,0,0,0
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.79.014307,2,3,2,0,0,1
10.1103/PhysRevC.79.014307,10.1103/PhysRevC.93.064609,3,0,0,1,0,0
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.72.064311,14,7,8,2,0,1
10.1103/PhysRevC.71.037302,10.1103/PhysRevC.72.064311,8,7,2,2,0,1
10.1103/PhysRevC.75.044001,10.1103/PhysRevC.86.034325,6,15,1,1,0,1
10.1103/PhysRevC.66.039902,10.1103/PhysRevC.67.055202,3,47,2,0,3,13
10.1103/PhysRevC.63.064608,10.1103/PhysRevC.67.055202,6,47,2,2,3,13
10.1103/PhysRevC.16.529,10.1103/PhysRevC.83.064001,3,7,0,0,0,5
10.1103/PhysRevC.89.035807,10.1103/PhysRevC.90.015801,1,1,0,1,0,1
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.73.064308,2,6,2,0,5,0
10.1103/PhysRevC.73.064308,10.1103/PhysRevC.78.064316,6,28,5,0,0,12
10.1103/PhysRevC.73.064308,10.1103/PhysRevC.93.064609,6,0,5,0,0,0
10.1103/PhysRevC.88.017603,10.1103/PhysRevC.72.024301,2,14,2,0,8,2
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.78.064316,14,28,8,2,0,12
10.1103/PhysRevC.72.024301,10.1103/PhysRevC.93.064609,14,0,8,2,0,0
